"","Stock Name","Jurisdiction","FMP","Science Center","Regional Ecosystem","FSSI Stock?","ITIS Taxon Serial Number","Scientific Name","Common Name","Stock Area","Assessment Year","Assessment Month","Last Data Year","Update Type","Review Result","Assessment Model","Model Version","Lead Lab","Citation","Final Assessment Report 1","Final Assessment Report 2","Point of Contact","Life History Data","Abundance Data","Catch Data","Assessment Level","Assessment Frequency","Assessment Type","Model Category","Catch Input Data","Abundance Input Data","Biological Input Data","Ecosystem Linkage","Composition Input Data","F Year","Estimated F","F Unit","F Basis","Flimit","Flimit Basis","Fmsy","Fmsy Basis","F/Flimit","F/Fmsy","Ftarget","Ftarget Basis","F/Ftarget","B Year","Estimated B","B Unit","B Basis","Blimit","Blimit Basis","Bmsy","Bmsy Basis","B/Blimit","B/Bmsy","MSY","MSY Unit"
"255","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2017,10,2016,"Full Update","Full acceptance","2 ASAP Models","M = 0.2 & M-ramp","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Michael Palmer",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2016,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2016,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA
"256","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2019,10,2018,NA,"Full acceptance","ASAP","M = 0.2 & M-ramp","NEFSC",NA,NA,NA,"Charles Perretti",NA,NA,NA,NA,NA,"Operational",6,4,4,NA,3,4,2018,NA,"Fully Recruited F","F Rate for Fully Recruited Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,"Metric Tons","Spawning Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"257","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2005,12,2004,"Full Update","Full acceptance","NEFSC Trawl Survey CPUE",NA,NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,25,"mt","Total_Landings_(US+CAN)",NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,288,"mt","Survey CPUE",2700,"1/2 Bmsy",5400,"Bmsy",0.10700000077486,0.0500000007450581,NA,NA
"258","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2008,9,2007,"Benchmark","Full acceptance","Replacement Yield & NFT YPR","NFT YPR 2.7.2","NEFSC","GARM III Report 2008","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,2007,0.0649999976158142,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",0.0700000002980232,"F 0.1",0.0700000002980232,"F 0.1",0.929000020027161,0.929000020027161,NA,NA,NA,2007,1300,"mt","Total stock biomass",24500,"0.5*Bmsy",49000,"Surplus Production Model",0.0529999993741512,0.0270000007003546,3500,NA
"259","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2012,3,2010,"Full Update","Full acceptance","Replacement Yield & NFT YPR","NFT YPR","NEFSC","NEFSC CRD 12-06 (2012)","Atlantic halibut","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010","James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,2010,0.0320000015199184,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.0729999989271164,"F 0.1",0.0729999989271164,"F 0.1",0.437999993562698,0.437999993562698,NA,NA,NA,2010,1662,"mt","Total stock biomass",24500,"0.5*Bmsy",49000,"Direct Estimate",0.068000003695488,0.034000001847744,3500,"mt"
"260","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2015,11,2014,"Full Update","Reject - Results too uncertain to be considered adequate","Replacement Yield & NFT YPR",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2018,1,2016,"Full Update","Full acceptance","First and Second Derivative Model",NA,"NEFSC","http://s3.amazonaws.com/nefmc.org/Halibut-Assessment-Report-draft-12-01-2017.pdf","Halibut Assessment Report for 2017",NA,NA,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2019,10,2018,NA,"Full acceptance","FSD","First Second Derivative Model","NEFSC",NA,NA,NA,"Daniel Hennen",NA,NA,NA,NA,NA,"Operational",1,2,3,NA,0,2,2018,156.399993896484,"Metric Tons","Modeled Catch",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",171341,"Anarhichas lupus","Atlantic wolffish","Gulf of Maine / Georges Bank",2009,7,2007,"New","Partial acceptance - Biomass estimates","SCALE",NA,"NEFSC","NEFSC CRD 09-02 (2009)","The Northeast Data Poor Stocks  Working Group Report",NA,"James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2007,0.158000007271767,"Rate","apical F (max F at age)",0.185000002384186,"F40%",0.185000002384186,"F40% as proxy",0.853999972343445,0.853999972343445,NA,NA,NA,2007,562,"mt","Spawning biomass",874,"0.5*Bmsy",1747,"SSB40%",0.64300000667572,0.321999996900558,278,NA
"264","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",171341,"Anarhichas lupus","Atlantic wolffish","Gulf of Maine / Georges Bank",2012,3,2010,"Full Update","Full acceptance","SCALE",NA,"NEFSC","NEFSC CRD 12-06","Atlantic Wolffish -2010 Groundfish Update","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010","James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2010,0.0700000002980232,"apical F","apical F (max F at age)",0.330000013113022,"F40%",0.330000013113022,"F40% as proxy",0.211999997496605,0.211999997496605,NA,NA,NA,2010,505,"mt","Spawning biomass",878,"0.5*Bmsy",1756,"SSB40%",0.574999988079071,0.287999987602234,261,"mt"
"265","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",171341,"Anarhichas lupus","Atlantic wolffish","Gulf of Maine / Georges Bank",2015,11,2014,"Full Update","Full acceptance","SCALE",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2014,0.00300000002607703,"apical F","apical F (max F at age)",0.243000000715256,"F40%",0.243000000715256,"F40% as proxy",0.0120000001043081,0.00999999977648258,NA,NA,NA,2014,638,"mt","Spawning biomass",832,"0.5*Bmsy",1663,"SSB40%",0.767000019550323,0.379999995231628,244,"mt"
"266","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",171341,"Anarhichas lupus","Atlantic wolffish","Gulf of Maine / Georges Bank",2017,10,2016,"Full Update","Full acceptance","SCALE",NA,"NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Charles Adams",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2016,0.0020000000949949,"apical F","apical F (max F at age)",0.219999998807907,"F40%",0.219999998807907,"F40% as proxy",0.00899999961256981,0.00899999961256981,NA,NA,NA,2016,652,"mt","Spawning biomass",806,"0.5*Bmsy",1612,"SSB40%",0.809000015258789,0.404000014066696,232,"mt"
"267","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164744,"Melanogrammus aeglefinus","Haddock","Eastern Georges Bank",2013,7,2012,"Full Update","Full acceptance","VPA","0.8 Model","NEFSC","TRAC Status Report 2014/02","EASTERN GEORGES BANK HADDOCK",NA,"Loretta O'Brien",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2012,0.159999996423721,"Rate","Average_F_Ages_5-8",NA,NA,0.259999990463257,"Fref",NA,0.615000009536743,NA,NA,NA,NA,183600,"mt","Age_3+_Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"268","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164744,"Melanogrammus aeglefinus","Haddock","Eastern Georges Bank",2014,7,2013,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2014/02","EASTERN GEORGES BANK HADDOCK","Stock Assessment and Fishery Evaluation (SAFE) Report for Fishing Year 2013 - Small-Mesh Multispecies","Loretta O'Brien",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2013,0.159999996423721,"Rate","Average_F_Ages_5-8",NA,NA,0.259999990463257,NA,NA,0.615000009536743,NA,NA,NA,NA,160300,"mt","Age_3+_Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"269","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164744,"Melanogrammus aeglefinus","Haddock","Eastern Georges Bank",2015,7,2014,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2015/02","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"Liz Brooks",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.230000004172325,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",NA,NA,0.259999990463257,NA,NA,0.884999990463257,NA,NA,NA,2014,117000,"mt","Spawning biomass",NA,NA,NA,NA,NA,NA,NA,NA
"270","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164744,"Melanogrammus aeglefinus","Haddock","Eastern Georges Bank",2016,7,2015,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2016/02","Eastern Georges Bank Haddock Update",NA,"Liz Brooks",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.230000004172325,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",NA,NA,0.259999990463257,NA,NA,0.884999990463257,NA,NA,NA,2016,455806,"mt","Spawning biomass",NA,NA,NA,NA,NA,NA,NA,NA
"271","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164744,"Melanogrammus aeglefinus","Haddock","Eastern Georges Bank",2017,7,2016,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2017/02","Assessment of Haddock on Eastern Georges Bank",NA,"Liz Brooks",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2016,0.100000001490116,"Instantaneous annual F averaged across ages","average_F_age_4-8",NA,NA,0.259999990463257,NA,NA,0.384999990463257,NA,NA,NA,2017,274482,"mt","Age_3+_Biomass",NA,NA,NA,NA,NA,NA,NA,NA
"272","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164744,"Melanogrammus aeglefinus","Haddock","Eastern Georges Bank",2019,7,2018,NA,"Remand","ADAPT","N/A","NEFSC / DFO Canada",NA,"Assessment of Haddock on Eastern Georges Bank for 2019",NA,"E. N. Brooks",NA,NA,NA,NA,NA,"Operational",4,4,4,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Georges Bank",2005,12,2004,"Full Update","Full acceptance","VPA",NA,NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.239999994635582,"Rate","Average_F_Ages_4-7",0.263000011444092,NA,0.263000011444092,NA,0.912999987602234,0.912999987602234,NA,"Fmsy",NA,NA,116800,"mt","Spawning biomass",125200,"1/2 Bmsy",250300,"SSBmsy",0.933000028133392,0.467000007629395,NA,NA
"274","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Georges Bank",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.230000004172325,"Rate","Fully_Selected_F_Ages_5-7",0.349999994039536,"Fmsy",0.349999994039536,"F40% as proxy",0.657000005245209,0.657000005245209,NA,NA,NA,2007,315975,"mt","Spawning biomass",79437,"1/2 Bmsy",158873,"Equilibrium_SSB",3.9779999256134,1.9889999628067,32746,NA
"275","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Georges Bank",2012,3,2010,"Full Update","Full acceptance","VPA","ADAPT 2.8.0","NEFSC","NEFSC CRD 12-06","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.180000007152557,"Rate_Ages_5-7","average F (F average across range of ages)",0.389999985694885,"F40%",0.389999985694885,NA,0.462000012397766,0.462000012397766,NA,NA,NA,2010,167279,"mt","Spawning biomass",62450,"1/2 Bmsy",124900,"SSB/R (F40MSP)",2.67899990081787,1.33899998664856,28000,NA
"276","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Georges Bank",2015,11,2014,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.24099999666214,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.389999985694885,"F40%",0.389999985694885,NA,0.620000004768372,0.620000004768372,NA,NA,NA,2014,150053,"mt","Spawning biomass",54150,"1/2 Bmsy",108300,"SSB/R (F40MSP)",2.77099990844727,1.38999998569489,24900,NA
"277","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Georges Bank",2017,10,2016,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Elizabeth Brooks",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2016,0.308999985456467,"Average_F_ages_5-7","average F (F average across range of ages)",0.349999994039536,"F40%",0.349999994039536,"F40% as proxy",0.883000016212463,0.883000016212463,NA,NA,NA,2016,290324,"mt","Spawning biomass",52156,"1/2 Bmsy",104312,"SSB/R (F40MSP)",5.56599998474121,2.78299999237061,24372,"mt"
"278","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Georges Bank",2019,10,2018,NA,"Full acceptance","ADAPT","N/A","NEFCS",NA,NA,NA,"Liz Brooks",NA,NA,NA,NA,NA,"Operational",4,5,4,NA,0,4,2018,0.0610000006854534,"Average F","Retrospective Adjusted Average F - Ages 5-7",0.330000013113022,"Fmsy",0.330000013113022,"F40% as proxy",0.185000002384186,0.185000002384186,NA,NA,NA,2018,507130,"Metric Tons","Retrospective Adjusted Spawning Stock Biomass",67462,"0.5*Bmsy",138924,"B40%",7.51700019836426,3.65000009536743,30489,"Metric Tons"
"279","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Gulf of Maine",2005,12,2004,"Full Update","Full acceptance","Fall Survey CPUE Index",NA,NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.180000007152557,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",0.230000004172325,"Fmsy",0.230000004172325,"Frebuilding",0.779999971389771,0.782999992370605,NA,NA,NA,NA,5.78999996185303,"kg/tow","3-year_avg._survey_biomass",11.0900001525879,"1/2 Bmsy proxy",22.1700000762939,"Bmsy proxy",0.550000011920929,0.270000010728836,NA,NA
"280","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Gulf of Maine",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.349999994039536,"Fully_Recruited_F","Ages_6-8",0.430000007152557,"Fmsy",0.430000007152557,"F40% as proxy",0.814000010490417,0.814000010490417,NA,NA,NA,2007,5850,"mt","Spawning biomass",2950,"1/2 Bmsy proxy",5900,"Equilibrium_at_F40%",1.98300004005432,0.991999983787537,1360,NA
"281","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Gulf of Maine",2012,3,2010,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 12-06","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.819999992847443,"Average_F","Ages_6-8",0.46000000834465,"F40%",0.46000000834465,"F40% as proxy",1.78299999237061,1.78299999237061,NA,NA,NA,2010,2868,"mt","Spawning biomass",2452,"1/2 Bmsy proxy",4904,"SSB/R(F40MS",1.16999995708466,0.584999978542328,1177,NA
"282","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Gulf of Maine",2014,8,2013,"Benchmark","Full acceptance","ASAP",NA,"NEFSC","NEFSC CRD 14-07 (59th Northeast Regional Stock Assessment Workshop (59th SAW) Assessment Summary Report","59th Northeast Regional Stock Assessment Workshop (59th SAW) Assessment Summary Report","Stock Assessment and Fishery Evaluation (SAFE) Report for Fishing Year 2013 - Small-Mesh Multispecies","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2013,0.389999985694885,"Fully_selected_F","average F (F average across range of ages)",0.46000000834465,"Fmsy",0.46000000834465,"F40% as proxy",0.847000002861023,0.847000002861023,NA,NA,NA,2013,4153,"mt","Spawning biomass",2054,"1/2 Bmsy proxy",4108,"SSB/R(F40MS",2.01999998092651,1.00999999046326,955,NA
"283","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Gulf of Maine",2015,11,2014,"Full Update","Full acceptance","ASAP",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.256999999284744,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.467999994754791,"F40%",0.467999994754791,NA,0.549000024795532,0.550000011920929,NA,NA,NA,2014,10325,"mt","Spawning biomass",2312,"1/2 Bmsy proxy",4623,"SSB/R(F40MS",4.46600008010864,2.23000001907349,1083,NA
"284","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Gulf of Maine",2017,10,2016,"Full Update","Full acceptance","ASAP","Michael Palmer","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2016,0.136999994516373,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.46000000834465,"F40%",0.46000000834465,"F40% as proxy",0.298000007867813,0.298000007867813,NA,NA,NA,2016,47821,"mt","Spawning biomass",3384,"1/2 Bmsy proxy",6769,"SSB/R(F40MS",14.1319999694824,7.06500005722046,1547,"mt"
"285","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164744,"Melanogrammus aeglefinus","Haddock","Gulf of Maine",2019,10,2018,NA,"Full acceptance","ASAP","#N/A","NEFSC",NA,NA,NA,"Charles Perretti",NA,NA,NA,NA,NA,"Operational",6,4,4,NA,2,4,2018,0.0820000022649765,"Fully Selected F","Retrospective Adjusted Fishing Mortality Rate for Age 8 Fish",0.368999987840652,"Fmsy",0.368999987840652,"F40% as proxy",0.222000002861023,0.222000002861023,NA,NA,NA,2018,82763,"Metric Tons","Retrospective Adjusted Spawning Stock Biomass",3997,"0.5*Bmsy",7993,"B40%",20.7059993743896,10.3540000915527,1597,"Metric Tons"
